AssetId,AssetName,Provider,SourceUrl,License,RepositoryPolicy,ReleasePolicy,Owner
EPIC-LYRA-5.8,Lyra Starter Game 5.8,Epic Games,https://www.fab.com/listings/93faede1-4434-47c0-85f1-bf27c0820ad0,Epic Content License,Private repository only,Cooked packaged product only,Project Owner
